作者,讚數,時間,連結,貼文內容
Samuel Huang,1,2024-03-28,https://www.facebook.com/groups/traveler168/posts/1844749386040437,#長灘島 是菲律賓的一個美麗的熱帶島嶼，位於菲律賓中部的巴拉望省，是菲律賓最受歡迎的度假勝地之一。這個令人驚嘆的島嶼以其白色的沙灘、清澈的海水和壯觀的陸地和海洋生態而聞名於世。長灘島是一個擁有許多美麗海灘的地方，其中最著名的是「白沙灘」，這片沙灘被認為是世界上最美麗的沙灘之一。您可以在這裡享受陽光浴、游泳、浮潛、潛水和其他水上活動。此外，長灘島也是衝浪愛好者的天堂，因為它有許多適合衝浪的地點。除了海灘和水上活動外，長灘島還擁有許多令人驚嘆的自然景觀。遊客可以參觀如巴卡洛德溫泉、達尼特岩洞和多多湖等景點。此外，島上還有一些壯觀的瀑布，如卡塔蘭湖和阿貝拉瀑布，供遊客欣賞和探索。除了自然景觀外，長灘島還擁有豐富的文化和歷史遺產。遊客可以參觀當地的村莊，了解當地人的生活方式和傳統文化。此外，島上還有一些古老的教堂和建築，如圣胡安·巴蒂斯塔教堂，展示了菲律賓豐富的歷史和文化遺產。總的來說，長灘島是一個令人嚮往的度假勝地，提供了豐富多樣的活動和景點，適合所有類型的旅行者。#推薦行程: pse.is/5r6d2g 中天旅行社(股)公司 www.chinasky.com.tw黃俊嘉 Samuel 0917-216042 加賴0917216042IG: pse.is/5m2sbs旅遊社群: pse.is/5m76v4電話 ：04-23105353台中市南屯區文心路一段426號
紫色微笑。Ben&Jean的饗樂生活,1,2024-03-28,https://www.facebook.com/groups/traveler168/posts/1844742689374440,台中親子飯店推薦!海底世界遊戲區、電動遊戲室、露天泳池超好玩
鄭玉潔,2,2024-03-28,https://www.facebook.com/groups/traveler168/posts/1844734019375307,紫藤花爆炸滿開中最新花況！全台最大浪漫粉紫天空洗版IG紫色瀑布步道，超過1000株紫藤樹同時盛放超夢幻一年只開18天賞花要快！
九歐旅行家-露營車出租-車泊車宿,1,2024-03-28,https://www.facebook.com/groups/traveler168/posts/1844716582710384,露營不用怕熱~露營車有冷氣可吹喔!!外國旅客也愛露營
江曼寧,1,2024-03-28,https://www.facebook.com/groups/traveler168/posts/1844707472711295,
Sinian Li,0,2024-03-28,https://www.facebook.com/groups/traveler168/posts/1844638952718147,瑞芳美食探索：山海之間的味覺之旅_5間美食大推
高樂天,2,2024-03-28,https://www.facebook.com/groups/traveler168/posts/1844629146052461,新店報報!!!!!英國街邊小吃炸魚薯條台南也吃得到，秒間置身在墾丁享用英國經典的小吃「炸魚薯條」「魚Bar - 炸魚薯條」。這間「魚Bar - 炸魚薯條」是在今年1月份才開幕老宅餐廳，店面就選在國華街跟正興街周遭老宅，台南最知名的捲尾家就在旁邊不遠處，年輕老闆因在英國常吃炸魚薯條，回到國內想吃幾乎吃不到窘境，所以就選在國華街老宅創立這店面，炸魚薯條在英國最熱門的街邊小吃，老闆把台灣「龍膽石斑」與「鬼頭刀」導入這道料理，且自己動手把老宅釘製成海邊漁村的氛圍，品嚐完覺得美味定價還可接受，值得樂天小高推薦給您品嚐。#魚Bar炸魚薯條 #炸魚薯條 #國華街美食 #正興街美食 #小吃 #台南 #懶人包 #台南美食 #台南淺草市集 #樂天小高 #美食 #高樂天 #吃
跟著領隊玩,8,2024-03-28,https://www.facebook.com/groups/traveler168/posts/1844564069392302,宜蘭戶外溫泉宜蘭CP值爆表溫泉湯屋，只要280元就可以泡家庭湯屋，還有露天SPA池2座，泡腳池6座！80元不限次數，露天風呂男女湯各一間，很適合親子來泡喔！全文閱讀:https://taiwantour.info/bihou-hot-spring/
Iris Huang,1,2024-03-28,https://www.facebook.com/groups/traveler168/posts/1844379582744084,免出國~市區關島風浪漫唯美白色教堂https://iris77.tw/sld-3/不到萬元輕鬆成家！菜色精緻豐盛，價格划算，浪漫婚禮婚宴場地，也有除夕圍爐年菜、尾牙春酒、商務聚餐等服務，捷運步行3分鐘即抵達！
蕭茂義,0,2024-03-28,https://www.facebook.com/groups/traveler168/posts/1844549882727054,4/22苗竹健康1日遊599附早餐+午餐精緻桌菜#龍貓隧道新豐紅樹林#勝興車站～愛情故事#葛瑞絲香草田～紫色薰衣草#大溪南海名產休息站即將團
蕭茂義,0,2024-03-28,https://www.facebook.com/groups/traveler168/posts/1844547029394006,4/22苗竹健康1日遊599附早餐+午餐精緻桌菜#龍貓隧道新豐紅樹林#勝興車站～愛情故事#葛瑞絲香草田～紫色薰衣草#大溪南海名產休息站即將團
陳香樺,1,2024-03-27,https://www.facebook.com/groups/traveler168/posts/1844326286082747,隱身在行天宮附近的人氣居酒屋上次被同事帶去吃後直接愛上ど⁰̷̴͈꒨⁰̷̴͈う手掌大的雞皮口感像在吃餅乾 配上馬鈴薯泥真的絕配啊！（尖叫）酒類除了影片說的紫蘇鹽啤酒之外他們家的梅酒選擇也很多 上次喝了紅茶梅酒、蘋果梅酒 非常推薦ദ്ദി˶ｰ̀֊ｰ́ 嚐居台北市中山區農安街166巷11號行天宮捷運站https://www.instagram.com/reel/C5BSnyorBG-/?igsh=MWJhNHFiYnZiMTJxNQ==
跟著領隊玩,3,2024-03-27,https://www.facebook.com/groups/traveler168/posts/1844346419414067,超強sNug除臭機能襪，Sky實測！媽祖進香連穿三天沒洗都不臭！https://meim.ai/m0WJc市場價$1080~$1280  團購價 $999話說這款sNug除臭機能襪，有眾多醫師、運動員愛用推薦 連Sky老婆都知道，Sky平常穿一般厚襪一天就很有味道！這次媽祖進香之旅，特別帶sNug除臭機能襪連穿三天，沒想到三天之後還真的不會臭，除非你拿到鼻子聞，而且襪子使用美國棉，邊緣不會滑掉，觸感柔滑舒適得好像沒穿，台灣製造的頂級襪貼合腳的弧度、不容易鬆脫，採用日本奈米消臭纖維科技，有害物質零檢出，無添加化學藥劑、減少過敏，永久除臭、透氣排汗，穿過sNug真的就沒辦法接受別的了！！永久除臭又好穿 你要不要試試看
樂水軒民宿 x 綠源簡餐 x 賴嬤嬤手作坊,1,2024-03-27,https://www.facebook.com/groups/traveler168/posts/1844337022748340,跟隨梅花的芳香，來到玉山腳下的水里菜市場！每年三四月正是青梅盛產的時節，眾多梅農選擇在這裡推廣他們的珍品，吸引了許多美食愛好者專程前來品嚐。來到三四月的水里菜市場，您不僅能夠品嚐到又大又脆的青梅，還有機會親手製作青梅DIY！這次我們與水里青農陳光烈先生攜手合作，聯手村落印象，為您帶來了一場別開生面的手作體驗。親自動手製作青梅DIY，攜帶滿滿2斤的梅子回家，每場的活動更加值 #文化走讀 #在地餐盒這麼超值的「梅」特色市場暨文化走讀，不來參加就太可惜了！趕緊聯繫我們報名吧！一場別開生面的梅花之旅，等您來參與！「梅 」特色市場暨文走讀-(手作，走讀含餐)報名表活動日期：3/30、4/06、4/13、4/20活動場次：10:00報名人數：每梯次限額20名 費    用：350元(含材料、解說、成品) 活動地點：水里第一公有市場B1活動內容：青梅DIY/文化走讀(含餐)講 師：陳光烈報名方式：線上填寫表單、電話報名、現場報名現場報名：水里市場1F-管理室詢問專線：請於週一至週五10:00-17:00                 撥打049-2776058 0985-734369 村落印象#地方創生#創客市集#樂水軒民宿 #自行車民宿#水里民宿 #集集民宿 #寵物友善民宿 #日月潭寵物民宿 #水里特色民宿 #南投好客民宿  #日月潭SUP #日月潭住宿推薦 #親子民宿 #南投親子民宿 #日月潭親子民宿#電動車充電民宿樂水軒民宿地址：南投縣水里鄉城安街73號電話：049-2771666網址：Fun-inn.comLine：@fun666
吳佩勳,2,2024-03-27,https://www.facebook.com/groups/traveler168/posts/1844333452748697,克斯15 日遊春暖花開4~6月出發4月完售春天是春暖花開的季節尤其在美麗的16湖更是如此在歐洲絕對不能錯過的景點行程安排海管風琴·札達爾觸動心弦·布雷德湖探索龍城·盧比安納世界遺產·莫斯塔爾橋權力遊戲·杜布洛尼克亞德里海·斯普利古城冬季的克斯依舊美麗春天的克斯更加動人伴隨著不同的美景風光一同前往當地尋找城市的特色浪漫團費：69900米蘭進出限定日期：5/1（餘10）、5/8（餘1）、5/29（候補）、5/31團費：69900維也納進出限定日期：5/17、5/22、6/7、6/19以上8團送小費經中國轉機團費不含台胞證諮詢請洽了解詳情https://lin.ee/vnwRD3C服務業務：林佩玲聯絡電話：0978756521公司名稱：雙向國際旅行社交觀綜2124號| 品保北644號
宏家旅遊,2,2024-03-27,https://www.facebook.com/groups/traveler168/posts/1844286162753426,宏家旅遊
李育青,0,2024-03-27,https://www.facebook.com/groups/traveler168/posts/1844274206087955,#桃園出發台灣虎航 #小松進名古屋出【立山夏物語】立山黑部上高地溫泉美饌松名日不同點進出不走回路出發日期7/4.11.18.258/1.8.15.22.29 9/5.12.19售價$36900起黑部立山、上高地、兼六園、高山、合掌村、爵士之夢長島OUTLEThttps://tour.lifetour.com.tw/detail/KMQT6IT23006......報名請洽 #五福旅遊 李育青聯繫電話 0989779871Line帳號 https://tinyurl.com/25mgcfyf
高志忠,0,2024-03-27,https://www.facebook.com/groups/traveler168/posts/1844249659423743,苗竹一日遊   4／22台北忠孝新生站出發   599報名專線:0977605082
Fresa's Time Machine 覓秘食。小旅行,1,2024-03-27,https://www.facebook.com/groups/traveler168/posts/1844241432757899,遊玩宜蘭最愛騎機車穿梭市場和夜市.ZOCHA無人站點隨時可租簡單操作線上付款.
跟著領隊玩,4,2024-03-27,https://www.facebook.com/groups/traveler168/posts/1844227189425990,799元兩小時宜蘭超浮誇溫泉湯房，799元就可以開房間泡溫泉兩小時，六歲以下免費，還有Sky超愛的落地窗景，湯池躺平塞三個都沒問題，重點是浴室也翻新過，這價格太超值了！Google高達4.2顆星！全文閱讀：https://taiwantour.info/muen-hot/
太平枇杷節,0,2024-03-27,https://www.facebook.com/groups/traveler168/posts/1844175829431126,#2024太平枇杷節讚
太平枇杷節,0,2024-03-27,https://www.facebook.com/groups/traveler168/posts/1844175649431144,#2024太平枇杷節讚
宏家旅遊,2,2024-03-27,https://www.facebook.com/groups/traveler168/posts/1844160439432665,宏家旅遊
鄭玉潔,2,2024-03-27,https://www.facebook.com/groups/traveler168/posts/1844110709437638,今天 明天 後天都是不想上班的每一天～-IG看更多https://reurl.cc/7o2vp1
Sinian Li,0,2024-03-27,https://www.facebook.com/groups/traveler168/posts/1844105716104804,超乎你的想像！ 內餡爆多起司～ 讓你停不下來的金元寶雞蛋糕！白沙屯媽祖廟週邊人氣美食
跟著領隊玩,7,2024-03-27,https://www.facebook.com/groups/traveler168/posts/1844093056106070,超美海景步道新北超美小長城，海天一色超美的風景，白天和黃昏都有不同景致，夏天也適合玩水，還有彩虹階梯與迷彩營區咖啡可以喝，旁邊是自由潛新手聖地，順路吃小卷米粉喔！全文閱讀:https://taiwantour.info/nose-angle/
Cynthia Lee,1,2024-03-27,https://www.facebook.com/groups/traveler168/posts/1843998856115490,公主郵輪兒童活動、手繪、抽獎。 YouTube: https://youtube.com/shorts/duj6hUz2Tg0 Facebook: https://www.facebook.com/reel/1842488779522415
人魚空間彩虹館,1,2024-03-27,https://www.facebook.com/groups/traveler168/posts/1844028702779172,春天來了
蕭小昇,1,2024-03-27,https://www.facebook.com/groups/traveler168/posts/1844016202780422,獨戀江西６日 NTD25988起(含稅)保證全程無自理餐，無購物首推出發日：4/19加贈【旅行茶具組】限每人一組大自然鬼斧神工與人文歷史的完美結合一同穿越置身仙氣逼人的各特色景區––––––––––––––––––––––––––懸崖之上．人間仙境 ~ 望仙谷神仙居所．江南最初 ~ 葛仙村最美的鄉村~ 婺源遇見 婺女州【文昌書肆．連理堂．金庸館．徽商會館】篁岭曬秋【篁嶺景區（纜車上下）．高空玻璃索橋】【武夷山】世界自然文化雙遺產特色餐食~ 葛仙八卦宴––––––––––––––––––––––––––蕭小昇 現代國際旅行社加入 LINE 好友請 搜尋ID : hokon888點下面可以直接私訊我報名～http://bit.ly/點我專屬旅遊服務咨詢與報名越泰團體十人成行長灘島2人成行
艾琴海,1,2024-03-27,https://www.facebook.com/groups/traveler168/posts/1843783619470347,#阿里山櫻花季阿里山森林遊樂區櫻花季3/10開始至4月中。在櫻花樹下加上火車經過，是攝影愛好者最為喜愛的美景。
張育萍,1,2024-03-27,https://www.facebook.com/groups/traveler168/posts/1844007729447936,全台瘋酸菜魚，正宗重慶酸菜魚進駐台北東區宵夜美食，必吃老罈酸菜魚、沸騰水煮魚，夜貓子的宵夜新選，比臉盆還大的酸菜魚，「烏鱧魚背肉」肉質細緻腴潤又富彈性，吃不完打包回家再吃一餐，，打卡分享送「裸拍前男友220元」，免費提供陳皮洛神花茶，解膩解辣，酸甜可口，老饕開吃。正太酸菜魚。電話：02 8773 5518。地址：106台北市大安區忠孝東路四段181巷7弄15號。營業時間：一二三四日11:30-01:00。五六11:30-03:00。
孫繪繪,4,2024-03-27,https://www.facebook.com/groups/traveler168/posts/1843998372782205,
跟著領隊玩,8,2024-03-27,https://www.facebook.com/groups/traveler168/posts/1843983942783648,Google高達4.4顆星！嘉義超美的旅店，擁有180度絕佳視野，眼前就是阿里山山脈呢！下樓五分鐘就是嘉義車站，還是寵物友善和無障礙客房！1260元就有喔！Google高達4.4顆星！全文閱讀：https://taiwantour.info/an-lan-jie-hotel/
高北安,1,2024-03-27,https://www.facebook.com/groups/traveler168/posts/1843664796148896,高北安台東外帶外送美食
Camping Shark,1,2024-03-27,https://www.facebook.com/groups/traveler168/posts/1843713996143976,苗栗。飛牛牧場露營區在飛牛牧場裡發現的隱藏版優質露營區，在廣大牧場內獨立的一區小森林。露過最好到的森林系營地了吧！設備完善，每個營位附桌椅，讓露營輕鬆不少。適合想要簡單露的露友，也是新手友善的營區。
黃檸檬YELLOWLEMON,3,2024-03-27,https://www.facebook.com/groups/traveler168/posts/1843902572791785,#德國  紐倫堡新博物館Neues Museum Nürnberg博物館弧形玻璃設計擁有引人注目的外觀，裏頭展出優秀的當代藝術展品，包括從四十年代至今的繪畫，圖畫和雕塑作品，展品來自世界各地藝術家，每個小房間有個別的主題。我自己是相當喜歡，因為即使對藝術沒有特別興趣也能輕鬆參觀！詳細介紹https://chic.tw/s/vwD0GkG
馬萱芳,0,2024-03-27,https://www.facebook.com/groups/traveler168/posts/1843898186125557,哇！599苗竹健康1日遊又來嘍4/22（一）含（早餐+午餐精緻桌菜）龍貓隧道新豐紅樹林勝興車站～愛情故事瑞絲香草田～紫色大溪南海名產休息站快滿嘍！
馬萱芳,1,2024-03-27,https://www.facebook.com/groups/traveler168/posts/1843897336125642,哇！599苗竹健康1日遊又來嘍4/22（一）含（早餐+午餐精緻桌菜）龍貓隧道新豐紅樹林勝興車站～愛情故事瑞絲香草田～紫色大溪南海名產休息站快滿嘍！
柏文創,0,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843769482805094, 兒童節Fun連假囉 4/5~7 日在台南正統鹿耳門聖母廟與神共舞‧神氣出巡 FUN嗨連假市集 兒童主題市集 小孩開心放電現場精彩活動有哪些?石頭爸爸說故事這次會出來哪一位腹語娃娃?是咬咬小恐龍?? 還是活潑可愛的喔耶小猴子?? 快來一起聽故事吧親子趣味競賽兒童節限定 小小神將體驗 神奇寶貝運動會全家一起來動一動 創造親子互動時光吧神奇寶貝見面會台南抓寶不夠 快來找神奇寶貝拍照吧不定時出沒 看看會遇到哪一隻?河馬出沒注意！專屬台南正統鹿耳門聖母廟 的粉紅河馬超大5米高粉紅氣球河馬&可愛萌萌豬快來找找在哪裡 一起拍照吧道格拉斯Hot Africa特技秀台南燈會 精彩表演 一定要看 錯過可惜營火晚會開心唱跳七彩泡泡秀多種闖關遊戲 好好玩7米高超大氣墊城堡特色市集 好吃好逛好好買廟徽公園野餐趣慶祝公園開幕 消費滿額贈送限量野餐墊 一起野餐趣4/7  學甲寮慈興宮宋江陣：09:00開館精彩演武市集 4/5&6 上午11點~下午9點 4/7 上午11點~下午8點氣墊4/5&6 下午2點~9點 4/7 下午2點~8點親子趣味競賽  4/5~7下午3點~5點 現場報名石頭爸爸說故事  4/5~7下午2點~3點道格拉斯Hot Africa特技秀 4/5&6 下午5點開始營火晚會 4/5~7下午6:30開始神奇寶貝見面會 不定時出沒 現場精彩活動不中斷 一起Fun電開心玩 有來有保庇、天天都好玩主辦單位  台南正統鹿耳門聖母廟協辦單位  台南市政府執行單位  Fun市集
黃檸檬YELLOWLEMON,3,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843743276141048,去 #德國 造訪了好多堡！多到我都想吃漢堡。https://chic.tw/s/w9jd9aX這家據說是德國當地人心中排名第一的連鎖漢堡店，餐廳名字很有意思，來自格林童話「幸運的漢斯」，裝潢選用大量木材，幾乎每桌旁都有延伸到天花板的樹幹，打造出偽森林感，讓愛吃漢堡的我決定來試試。餐廳生意非常好，幾乎是座無虛席，而且感覺都是當地人，有到德國的話不妨來試試喔！
蕭茂義,0,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843721902809852,4/22苗竹健康1日遊599附早餐+午餐精緻桌菜#龍貓隧道新豐紅樹林#勝興車站～愛情故事#葛瑞絲香草田～紫色薰衣草#大溪南海名產休息站即將團
Cherry Huang Cherry,0,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843704586144917,#台北出發 星宇 長榮札幌任我行５日-企鵝漫步、熊牧場、田中酒造、浪漫小樽、溫泉饗宴【千千】4/11.12 5/12.18售價27900起 尼克斯企鵝漫步昭和新山熊牧場浪漫小樽札幌一日自由行行程連結：https://tour.lifetour.com.tw/detail/CTST5JX23007......報名請洽：五福旅行社業務：黃秀琴手機：0938039846Line:hhc0101或行動條碼https://line.me/ti/p/AW7BCvVqnO
高樂天,3,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843677209480988,新店報報!!!!異人館旗下百年老屋懷舊咖啡廳，秒間彷彿置身在日本街頭「永發珈琲」。這間「永發珈琲」是在今年初才開幕復古風咖啡廳，據說是知名的異人館旗下新品牌，咖啡就開在台南赤崁樓附近店面，這排透天店面隱身許多知名品牌設立，這些店面動不動超過百年的歷史，這間店面原本是一家傳統的五金行，「永發咖啡」保留老屋原貌再注入日本復古風的元素，讓這棟百年咖啡廳唯美處處都好拍！＃永發珈琲 ＃赤崁樓美食 ＃台南 ＃懶人包 ＃台南美食 ＃中西區 ＃甜點 ＃日式 ＃咖啡 ＃樂天小高 ＃美食 ＃高樂天 ＃樂天 ＃吃
享受生活不無聊。規小孫,0,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843663929482316,苗栗卓蘭森林系小農料理！全預約制午間限定，不用住宿也可以來用餐呦～➤ enlifesun.com/theforestmuseum-food
足來足往spa養生館,1,2024-03-03,https://www.facebook.com/groups/traveler168/posts/1829852314196811,韓國的朋友來拉。感謝他們分開一起來給我們按呢！歡迎您們在來喔！
跟著領隊玩,3,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843654126149963,米其林必比登輕鬆帶回家朋友啊！連續6年獲得米其林必比登推介的「雙月食品社」，竟然在Costco好市多推出招牌「阿甘剝皮辣椒雞湯」，嚴選Ｑ彈台灣土雞肉，入口香甜回甘又辣口的雞湯，還有愛恨椒芝麵讓人一口接一口！全文閱讀:https://taiwantour.info/bimonthly/
現代魚販鮮活水產,0,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843559239492785,現代魚販鮮活水產
謝露西,0,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843562516159124,#丹麥 疫情後新航最一開始的小促銷就是哥本哈根，買了機票後就決定來探索人生中第一次的北歐，住了可以說是哥本哈根最受歡迎的青年旅館Next House Copenhagen。很多人只會在哥本哈根待個3-4天，但我們選擇了在這裡待上整整一周多的時間，享受在這個城市安全悠閒的環境，度過一整趟旅程。Next House Copenhagen最讓我驚艷的價格便宜到一晚最低可以只要500台幣，而且裡面不只背包房，也有雙人或是4人房。如果你也是跟我們一樣來造訪丹麥的朋友，希望這篇的青旅開箱能夠幫助到你們去選擇哥本哈根的住宿。開箱文連結放在內文
嗨！老屋營業中,1,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843580602823982,訂位吧！
張博淵,0,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843606309488078,
Cheryl Yeh,0,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843614022820640,這些必吃的泰式料理不只好吃 也很健康！下次到泰國旅遊吃美食不用罪惡了（誤）
Lucky hamburger ！,0,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843631702818872,Lucky hamburger ！──在 Lucky hamburger ！
曾瀞葳,4,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843644342817608,淡水紫藤滿開盛開ing這兒也是https://www.facebook.com/share/p/aoKXbJBudcoZdiFx/......
任秋磊,0,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843596109489098,
江曼寧,0,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843580476157328,
跟著領隊玩,9,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843552162826826,五峰秘境一日遊新竹的世外桃源，這裡是原住民泰雅族和賽夏族的聚落所在，軍閥少帥被軟禁在這裡，知名文學家三毛也在這住過，更有碳酸氫鈉泉可以泡呢！全文閱讀：https://taiwantour.info/wufeng-township-tour/
Anna Shih,0,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843517859496923,LOOK旅遊生活頻道
雲九帆船,0,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843426902839352,"2024 C9帆船牛奶海早鳥優惠內容：按讚分享本貼文後訊息小編即享牛奶海訂船$5,000折扣獨家大型溜滑梯SUP立槳SUP教練及戒護單眼相機及GoPro攝影海上魔毯泡湯池造型泳圈白葡萄酒及啤酒軟性飲料零食餅乾水果有趣的帥哥美女船員通通早鳥溜起來活動到5/1日為止原廠直出非代理讚起來私小編趕快分享給你的朋友吧Peace."
Ethel Lin,0,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843520236163352,
陳怡如,1,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843540266161349,謝謝 管理員審核LM 阿法賓士福斯各式車種商務旅遊接送機場接送包車旅遊合法租賃車完整乘客險公司嚴格把關免費諮詢Line:yoyo_0912來電諮詢：0938737306#機場高鐵#長短接駁#客製行程#環島旅遊#商務接送#婚攝包車#旅行行程#免費規劃
杜佳蓉,1,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843548949493814,搭乘酷航 新加坡進出快閃馬來西亞5+1日限定日期：4/21、4/23-來去新山迪沙魯水果園享用水果大餐️搭纜車上雲頂高原暢遊網美打卡熱點．水上粉紅清真寺️特別安排．大紅花渡假村水上villa全球最美機場之一．星耀樟宜欣賞室內瀑布-原價21900下殺4000只要團費17900再送價值1800小費超殺優惠 趕緊手刀報名-雙向國際旅行社索取日期／報名／了解其他資訊請聯絡...http://bit.ly/點這私訊Line-欲了解其他行程請加入社群詢問https://reurl.cc/MyqaW4均按照國外旅遊定型化契約，安全有保障。
Sinian Li,0,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843536786161697,越辣越興奮！挑戰嘴巴的耐燙吃辣極限！蒜蓉辣椒搭內餡，一吃就停不下來啦～ 白沙屯拱天宮必吃美食_東北香粑粑
西子灣,0,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843482426167133,亮地方 Local lnsight
張珉齊,0,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843481609500548,【關西神秘黃金湯5日】大阪水上巴士 北野復古星巴克 米其林清水寺 閃亮金閣寺 送螃蟹黑毛和牛吃到飽米其林三星景點～世界遺產．京都千年名剎．清水寺(入內參觀)京都最有名的藝妓繁華街～祇園～花見小路京都香火最旺的神社之一「八阪神社」水上巴士《大阪城港-淀屋橋駅》日本皇室渡假聖地～嵐山渡月橋、嵯峨野竹林步道世界文化遺產~金閣寺(入內參觀)獨家安排—神戶花果飯店（精心安排飯店內享用豪華饗宴+贈送螃蟹吃到飽）日式美食饗宴<獨家安排>黑毛和牛、豬肉、雞肉燒烤吃到飽京都烤魚釜飯風味餐日式輕食花壽司京都湯豆腐風味餐日式相撲火鍋風味餐<加碼送伊勢龍蝦>保證出發～名額有限04/09、04/11、04/18、04/23、04/25、04/3005/02、05/09、05/14、05/16、05/21、05/23、05/28、05/3006/04、06/06、06/13、06/17、06/18、06/20、06/25、06/27天海旅行社～張珉齊（米奇）0973-019-077歡迎加入LINE隨時在線為您服務～https://line.me/ti/p/anqOkLWrYd另外歡迎加入LINE社群不定時優惠好康都在這～各線行程熱賣中https://line.me/....../_Gt......
亮地方 Local lnsight,0,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843481576167218,亮地方 Local lnsight
九歐旅行家-露營車出租-車泊車宿,0,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843445486170827,國外客人來體驗台灣露營之旅~國外客人真的很會做功課找到了景色這麼美的營區
陳羽祥,7,2024-03-07,https://www.facebook.com/groups/traveler168/posts/1832463927268983,提神好夥伴 香氣跟口感都很舒服 分享給大家嘗試一下
跟著領隊玩,8,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843378862844156,宜蘭人的咖啡聽到宜蘭古蹟吃紅龜粿鬆餅，竟然讓小朋友愛不釋手，一個接一個吃，意外發現這裡有許多宜蘭的故事，絕對是你認識宜蘭的第一站！全文閱讀：https://taiwantour.info/yilanstory/
Carsten Tarnowski,1,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843144456200930,美麗的世界~  晚安！
跟著領隊玩,6,2024-03-25,https://www.facebook.com/groups/traveler168/posts/1843077832874259,超美日式廟宇台灣少有的泥塑大佛古文物，竟然出現在日式禪風的廟宇，還有耗時一年繪製的四大金剛油畫，建築物更是使用不少清水模建築設計，是近期很夯的網美拍照聖地和靜心的好地方喔！全文閱讀：https://taiwantour.info/beihou-temple/
Kamil Kosela,0,2024-03-25,https://www.facebook.com/groups/traveler168/posts/1843070572874985, Makarska Riviera  movie with subtitles
Amy Lin,0,2024-03-25,https://www.facebook.com/groups/traveler168/posts/1843046199544089,喜歡露營卻苦無裝備嗎？快來高雄美濃蝶舞澗渡假吧！一泊三食，餐點實在太豐盛，帳棚內居然還有溜滑梯與遊戲小帳篷，園區還可借用桌遊及運動器材，沙坑、彈跳床任您玩，住一晚肯定不過癮，快來看看詳細介紹。https://fresh438.pixnet.net/blog/post/45020365 
廖坤首,0,2024-03-25,https://www.facebook.com/groups/traveler168/posts/1843033322878710,半價，帝寶甕缸雞墾丁旗艦店將於4月1日起，黃金脆皮蘋果雞第二隻半價回饋，歡迎大家享用訂購，純天然龍眼木窯烤，聯絡電話: 08-8825168
Meichun Lin,0,2024-03-25,https://www.facebook.com/groups/traveler168/posts/1843046609544048,#韓國景點 #樂天世界來到首爾，絕不能錯過世界上最大的室內主題樂園，一日券包含室外與室內設施，文內教您怎樣買票最划算，超多元的活動，真的讓人流連忘返。https://fresh438.pixnet.net/blog/post/45511685 
享受生活不無聊。規小孫,1,2024-03-25,https://www.facebook.com/groups/traveler168/posts/1843051272876915,近 20 個九份精選懶人包快來筆記，我們一起逃到山上去避暑吧 ➤ https://enlifesun.com/jiufen
Richy Chen,0,2024-03-25,https://www.facebook.com/groups/traveler168/posts/1843072309541478,如果要去吉隆坡玩  建議可以買Klook的Digi Sim卡30G只要236元!  超級便宜!這一次  去斯里蘭卡的前一天，因轉機超過10小時所以去了吉隆坡市區逛逛!離開斯里蘭卡的後兩天，因為航班關係又去了吉隆坡市區逛逛!這三天，就靠這張Sim卡  不管是拍照打卡  還是Google Map找路  或者是Grab叫車  非常方便!  Klook Digi Sim卡購買連結: https://ssur.cc/oUr4VWm Digi Sim卡吉隆坡第二航廈Klia2兌換位置:https://wewilltakeyouthere.com/%e5%90%89%e9%9a%86%e5....../
Nei Nei,0,2024-03-25,https://www.facebook.com/groups/traveler168/posts/1842881452893897,小黎
迪家 爆紅炸物,0,2024-03-25,https://www.facebook.com/groups/traveler168/posts/1842850282897014,迪家 爆紅炸物
